# dim  N   mc   rho  Brute 
# 2    2 262394 1
#
# Theoretical Energy = 2.000000e+00
# Energy     Variance     CPU time     Acceptance
3.087875e+00 4.047990e-05 3.801619e+00 8.762596e-01
3.085112e+00 3.994090e-05 3.947254e+00 8.758327e-01
3.099590e+00 4.271541e-05 4.083791e+00 8.760966e-01
3.092928e+00 3.997067e-05 3.944874e+00 8.763872e-01
3.086378e+00 3.904703e-05 3.884426e+00 8.762567e-01
3.089436e+00 4.084096e-05 3.904410e+00 8.764901e-01
3.093152e+00 4.092795e-05 3.967627e+00 8.756422e-01
3.093013e+00 4.015738e-05 4.064590e+00 8.764120e-01
3.093600e+00 3.967141e-05 3.861877e+00 8.763396e-01
3.093176e+00 4.004412e-05 3.903161e+00 8.765854e-01
3.096687e+00 3.959491e-05 3.988462e+00 8.756965e-01
3.096895e+00 4.137870e-05 4.080324e+00 8.762453e-01
3.100315e+00 3.910454e-05 3.995479e+00 8.759813e-01
3.101309e+00 1.561020e-04 3.980357e+00 8.761690e-01
3.095804e+00 3.948529e-05 4.070733e+00 8.760071e-01
3.090483e+00 4.070063e-05 3.949238e+00 8.760928e-01
3.086978e+00 3.979709e-05 3.891062e+00 8.756507e-01
3.087208e+00 3.866984e-05 3.986750e+00 8.761528e-01
3.092396e+00 3.977124e-05 4.184844e+00 8.751801e-01
3.091852e+00 3.912138e-05 3.651580e+00 8.761519e-01
3.096807e+00 4.796446e-05 3.779674e+00 8.759108e-01
3.095961e+00 8.720238e-05 3.742297e+00 8.762424e-01
3.100346e+00 5.312726e-05 3.754005e+00 8.756088e-01
3.093066e+00 4.067109e-05 3.742013e+00 8.761995e-01
3.086296e+00 3.947313e-05 3.805285e+00 8.762072e-01
3.093613e+00 4.037500e-05 3.661261e+00 8.759242e-01
3.090671e+00 3.949599e-05 3.795338e+00 8.769065e-01
3.096226e+00 4.032625e-05 3.816871e+00 8.759451e-01
3.086744e+00 3.931580e-05 3.762462e+00 8.753001e-01
3.096731e+00 4.493402e-05 3.758587e+00 8.759690e-01
3.097972e+00 5.727149e-05 4.001571e+00 8.760757e-01
3.094355e+00 4.514079e-05 3.613250e+00 8.753582e-01
